ホール名,日付,台番号,機種名,差枚数,ゲーム数,出率
マルハン蒲田駅東店,2025/05/05,2117,Lパチスロ革命機ヴァルヴレイヴ,-2100,5055,86.2%
マルハン蒲田駅東店,2025/05/05,2292,SアイムジャグラーＥＸ,-2100,6678,89.5%
マルハン蒲田駅東店,2025/05/05,2041,Lパチスロからくりサーカス,-2200,7132,89.7%
マルハン蒲田駅東店,2025/05/05,2015,スマスロ ゴッドイーター リザレクション,-2200,3985,81.6%
マルハン蒲田駅東店,2025/05/05,2084,Lパチスロ かぐや様は告らせたい,-2200,7083,89.6%
マルハン蒲田駅東店,2025/05/05,2047,スマスロ ゴッドイーター リザレクション,-2200,6225,88.2%
マルハン蒲田駅東店,2025/05/05,2163,スマスロモンキーターンV,-2200,7665,90.4%
マルハン蒲田駅東店,2025/05/05,2218,L東京喰種,-2300,7270,89.5%
マルハン蒲田駅東店,2025/05/05,2212,L麻雀物語,-2300,6741,88.6%
マルハン蒲田駅東店,2025/05/05,2284,SアイムジャグラーＥＸ,-2300,6848,88.8%
マルハン蒲田駅東店,2025/05/05,2029,Lパチスロからくりサーカス,-2300,6760,88.7%
マルハン蒲田駅東店,2025/05/05,2055,スマスロ スーパーブラックジャック,-2300,5406,85.8%
マルハン蒲田駅東店,2025/05/05,2262,沖ドキ!ゴージャス 30Φ,-2400,4831,83.4%
マルハン蒲田駅東店,2025/05/05,2358,押忍！番長ＺＥＲＯ,-2400,3540,77.4%
マルハン蒲田駅東店,2025/05/05,2291,SアイムジャグラーＥＸ,-2400,6356,87.4%
マルハン蒲田駅東店,2025/05/05,2093,Lパチスロ かぐや様は告らせたい,-2400,7453,89.3%
マルハン蒲田駅東店,2025/05/05,2270,沖ドキ！BLACK,-2500,7198,88.4%
マルハン蒲田駅東店,2025/05/05,2353,パチスロハイパーラッシュ,-2500,2511,66.8%
マルハン蒲田駅東店,2025/05/05,2051,スマスロ スーパーブラックジャック,-2500,4211,80.2%
マルハン蒲田駅東店,2025/05/05,2366,パチスロ　甲鉄城のカバネリ,-2500,4776,82.6%
マルハン蒲田駅東店,2025/05/05,2200,ファンキージャグラー２ＫＴ,-2500,7318,88.6%
マルハン蒲田駅東店,2025/05/05,2330,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-2600,5125,83.1%
マルハン蒲田駅東店,2025/05/05,2162,スマスロモンキーターンV,-2600,5140,83.1%
マルハン蒲田駅東店,2025/05/05,2182,L ToLOVEるダークネス,-2600,5925,85.4%
マルハン蒲田駅東店,2025/05/05,2031,Lパチスロからくりサーカス,-2600,6704,87.1%
マルハン蒲田駅東店,2025/05/05,2148,スマスロモンキーターンV,-2600,5324,83.7%
マルハン蒲田駅東店,2025/05/05,2075,Lスマスロ北斗の拳,-2600,5211,83.4%
マルハン蒲田駅東店,2025/05/05,2180,L ToLOVEるダークネス,-2600,2954,70.7%
マルハン蒲田駅東店,2025/05/05,2215,スーパービンゴネオ,-2700,4280,79%
マルハン蒲田駅東店,2025/05/05,2339,回胴黙示録カイジ 狂宴,-2700,4403,79.6%
マルハン蒲田駅東店,2025/05/05,2290,SアイムジャグラーＥＸ,-2700,6637,86.4%
マルハン蒲田駅東店,2025/05/05,2081,Lパチスロ かぐや様は告らせたい,-2800,6523,85.7%
マルハン蒲田駅東店,2025/05/05,2237,ミスタージャグラー,-2800,6508,85.7%
マルハン蒲田駅東店,2025/05/05,2082,Lパチスロ かぐや様は告らせたい,-2900,6294,84.6%
マルハン蒲田駅東店,2025/05/05,2164,スマスロモンキーターンV,-2900,6230,84.5%
マルハン蒲田駅東店,2025/05/05,2223,ハッピージャグラーＶＩＩＩ,-2900,7476,87.1%
マルハン蒲田駅東店,2025/05/05,2078,Lパチスロ かぐや様は告らせたい,-2900,7371,86.9%
マルハン蒲田駅東店,2025/05/05,2067,Lスマスロ北斗の拳,-2900,5832,83.4%
マルハン蒲田駅東店,2025/05/05,2076,Lスマスロ北斗の拳,-2900,5461,82.3%
マルハン蒲田駅東店,2025/05/05,2326,スマスロ シャーマンキング,-3000,4206,76.2%
マルハン蒲田駅東店,2025/05/05,2172,スマスロモンキーターンV,-3000,7159,86%
マルハン蒲田駅東店,2025/05/05,2064,Lスマスロ北斗の拳,-3000,5232,80.9%
マルハン蒲田駅東店,2025/05/05,2080,Lパチスロ かぐや様は告らせたい,-3000,7029,85.8%
マルハン蒲田駅東店,2025/05/05,2004,スマスロ モンスターハンターライズ,-3100,5958,82.7%
マルハン蒲田駅東店,2025/05/05,2333,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-3100,7118,85.5%
マルハン蒲田駅東店,2025/05/05,2173,スマスロモンキーターンV,-3100,6784,84.8%
マルハン蒲田駅東店,2025/05/05,2283,SアイムジャグラーＥＸ,-3200,6344,83.2%
マルハン蒲田駅東店,2025/05/05,2101,Lスマスロ北斗の拳,-3200,4561,76.6%
マルハン蒲田駅東店,2025/05/05,2347,スマスロ バイオハザード5,-3300,4029,72.7%
マルハン蒲田駅東店,2025/05/05,2021,Lパチスロからくりサーカス,-3300,5570,80.3%
マルハン蒲田駅東店,2025/05/05,2083,Lパチスロ かぐや様は告らせたい,-3300,6959,84.2%
マルハン蒲田駅東店,2025/05/05,2085,Lパチスロ かぐや様は告らせたい,-3300,6803,83.8%
マルハン蒲田駅東店,2025/05/05,2275,沖ドキ！BLACK,-3300,7562,85.5%
マルハン蒲田駅東店,2025/05/05,2024,Lパチスロからくりサーカス,-3500,6188,81.1%
マルハン蒲田駅東店,2025/05/05,2050,スマスロ スーパーブラックジャック,-3500,4853,76%
マルハン蒲田駅東店,2025/05/05,2089,Lパチスロ かぐや様は告らせたい,-3600,4840,75.2%
マルハン蒲田駅東店,2025/05/05,2261,チバリヨ2プラス,-3600,8352,85.6%
マルハン蒲田駅東店,2025/05/05,2273,沖ドキ！BLACK,-3600,5463,78%
マルハン蒲田駅東店,2025/05/05,2381,吉宗,-3700,8229,85%
マルハン蒲田駅東店,2025/05/05,2149,スマスロモンキーターンV,-3700,6921,82.2%
マルハン蒲田駅東店,2025/05/05,2323,Lルパン三世 大航海者の秘宝,-3800,5471,76.8%
マルハン蒲田駅東店,2025/05/05,2108,Lスマスロ北斗の拳,-3800,8105,84.4%
マルハン蒲田駅東店,2025/05/05,2052,スマスロ スーパーブラックジャック,-3900,4701,72.3%
マルハン蒲田駅東店,2025/05/05,2010,スマスロ モンスターハンターライズ,-3900,4842,73.2%
マルハン蒲田駅東店,2025/05/05,2037,Lパチスロからくりサーカス,-4000,5296,74.8%
マルハン蒲田駅東店,2025/05/05,2088,Lパチスロ かぐや様は告らせたい,-4000,5570,76.1%
マルハン蒲田駅東店,2025/05/05,2006,スマスロ モンスターハンターライズ,-4000,5594,76.2%
マルハン蒲田駅東店,2025/05/05,2257,チバリヨ2プラス,-4200,7207,80.6%
マルハン蒲田駅東店,2025/05/05,2378,吉宗,-4200,6583,78.7%
マルハン蒲田駅東店,2025/05/05,2220,L東京喰種,-4400,7298,79.9%
マルハン蒲田駅東店,2025/05/05,2094,Lパチスロ かぐや様は告らせたい,-4400,7730,81%
マルハン蒲田駅東店,2025/05/05,2349,スマスロ バイオハザード5,-4400,5168,71.6%
マルハン蒲田駅東店,2025/05/05,2097,Lパチスロ かぐや様は告らせたい,-4400,6669,78%
マルハン蒲田駅東店,2025/05/05,2377,吉宗,-4600,7858,80.5%
マルハン蒲田駅東店,2025/05/05,2077,Lパチスロ かぐや様は告らせたい,-4600,6694,77.1%
マルハン蒲田駅東店,2025/05/05,2091,Lパチスロ かぐや様は告らせたい,-4700,8594,81.8%
マルハン蒲田駅東店,2025/05/05,2332,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-4700,7702,79.7%
マルハン蒲田駅東店,2025/05/05,2145,Lパチスロ革命機ヴァルヴレイヴ,-4700,5674,72.4%
マルハン蒲田駅東店,2025/05/05,2054,スマスロ スーパーブラックジャック,-4800,5303,69.8%
マルハン蒲田駅東店,2025/05/05,2376,吉宗,-4800,5660,71.7%
マルハン蒲田駅東店,2025/05/05,2030,Lパチスロからくりサーカス,-4900,6017,72.9%
マルハン蒲田駅東店,2025/05/05,2178,L ToLOVEるダークネス,-5000,5614,70.3%
マルハン蒲田駅東店,2025/05/05,2165,スマスロモンキーターンV,-5100,6892,75.3%
マルハン蒲田駅東店,2025/05/05,2111,Lパチスロ革命機ヴァルヴレイヴ,-5200,6367,72.8%
マルハン蒲田駅東店,2025/05/05,2266,沖ドキ！BLACK,-5300,6156,71.3%
マルハン蒲田駅東店,2025/05/05,2025,Lパチスロからくりサーカス,-5500,6502,71.8%
マルハン蒲田駅東店,2025/05/05,2217,L東京喰種,-6200,8342,75.2%
マルハン蒲田駅東店,2025/05/05,2033,Lパチスロからくりサーカス,-7000,7290,68%
マルハン蒲田駅東店,2025/05/04,2213,スーパービンゴネオ,15200,3246,256.1%
マルハン蒲田駅東店,2025/05/04,2042,Lパチスロからくりサーカス,12800,6886,162%
マルハン蒲田駅東店,2025/05/04,2179,L ToLOVEるダークネス,10000,4783,169.7%
マルハン蒲田駅東店,2025/05/04,2219,L東京喰種,6800,7170,131.6%
マルハン蒲田駅東店,2025/05/04,2029,Lパチスロからくりサーカス,6800,5025,145.1%
マルハン蒲田駅東店,2025/05/04,2083,Lパチスロ かぐや様は告らせたい,6600,8011,127.5%
マルハン蒲田駅東店,2025/05/04,2104,Lスマスロ北斗の拳,6100,9296,121.9%
マルハン蒲田駅東店,2025/05/04,2110,Lパチスロ革命機ヴァルヴレイヴ,5700,6079,131.3%
マルハン蒲田駅東店,2025/05/04,2345,スマスロ バイオハザード5,5700,9146,120.8%
マルハン蒲田駅東店,2025/05/04,2323,Lルパン三世 大航海者の秘宝,5400,5590,132.2%
マルハン蒲田駅東店,2025/05/04,2077,Lパチスロ かぐや様は告らせたい,5300,6906,125.6%
マルハン蒲田駅東店,2025/05/04,2045,スマスロ ゴッドイーター リザレクション,5300,6440,127.4%
マルハン蒲田駅東店,2025/05/04,2267,沖ドキ！BLACK,5000,7669,121.7%
マルハン蒲田駅東店,2025/05/04,2335,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,4900,7058,123.1%
マルハン蒲田駅東店,2025/05/04,2018,Lゴジラ,4800,5720,128%
マルハン蒲田駅東店,2025/05/04,2023,Lパチスロからくりサーカス,4700,7034,122.3%
マルハン蒲田駅東店,2025/05/04,2356,パチスロ　バイオハザード　ＲＥ：２,4300,2180,165.7%
マルハン蒲田駅東店,2025/05/04,2107,Lスマスロ北斗の拳,4300,3371,142.5%
マルハン蒲田駅東店,2025/05/04,2283,SアイムジャグラーＥＸ,4100,4749,128.8%
マルハン蒲田駅東店,2025/05/04,2064,Lスマスロ北斗の拳,4000,3931,133.9%
マルハン蒲田駅東店,2025/05/04,2145,Lパチスロ革命機ヴァルヴレイヴ,3900,5581,123.3%
マルハン蒲田駅東店,2025/05/04,2203,L戦国乙女４　戦乱に閃く炯眼の軍師,3800,6960,118.2%
マルハン蒲田駅東店,2025/05/04,2164,スマスロモンキーターンV,3700,7868,115.7%
マルハン蒲田駅東店,2025/05/04,2182,L ToLOVEるダークネス,3700,5509,122.4%
マルハン蒲田駅東店,2025/05/04,2047,スマスロ ゴッドイーター リザレクション,3600,6464,118.6%
マルハン蒲田駅東店,2025/05/04,2094,Lパチスロ かぐや様は告らせたい,3600,8399,114.3%
マルハン蒲田駅東店,2025/05/04,2084,Lパチスロ かぐや様は告らせたい,3500,7135,116.4%
マルハン蒲田駅東店,2025/05/04,2220,L東京喰種,3500,5981,119.5%
マルハン蒲田駅東店,2025/05/04,2037,Lパチスロからくりサーカス,3400,4419,125.6%
マルハン蒲田駅東店,2025/05/04,2033,Lパチスロからくりサーカス,3300,3715,129.6%
マルハン蒲田駅東店,2025/05/04,2259,チバリヨ2プラス,3200,5980,117.8%
マルハン蒲田駅東店,2025/05/04,2244,SアイムジャグラーＥＸ,3100,7968,113%
マルハン蒲田駅東店,2025/05/04,2095,Lパチスロ かぐや様は告らせたい,3000,7950,112.6%
マルハン蒲田駅東店,2025/05/04,2102,Lスマスロ北斗の拳,2900,1529,163.2%
マルハン蒲田駅東店,2025/05/04,2342,L少女☆歌劇 レヴュースタァライト -The SLOT-,2900,7625,112.7%
マルハン蒲田駅東店,2025/05/04,2352,新ハナビ,2800,7674,112.2%
マルハン蒲田駅東店,2025/05/04,2086,Lパチスロ かぐや様は告らせたい,2700,5063,117.8%
マルハン蒲田駅東店,2025/05/04,2059,スマスロ スーパーブラックジャック,2600,2587,133.5%
マルハン蒲田駅東店,2025/05/04,2275,沖ドキ！BLACK,2600,1980,143.8%
マルハン蒲田駅東店,2025/05/04,2194,ファンキージャグラー２ＫＴ,2600,8612,110.1%
マルハン蒲田駅東店,2025/05/04,2296,ゴーゴージャグラー３,2500,7083,111.8%
マルハン蒲田駅東店,2025/05/04,2377,吉宗,2400,7618,110.5%
マルハン蒲田駅東店,2025/05/04,2272,沖ドキ！BLACK,2400,4250,118.8%
マルハン蒲田駅東店,2025/05/04,2303,ゴーゴージャグラー３,2400,5398,114.8%
マルハン蒲田駅東店,2025/05/04,2057,スマスロ スーパーブラックジャック,2400,4992,116%
マルハン蒲田駅東店,2025/05/04,2306,ゴーゴージャグラー３,2400,6145,113%
マルハン蒲田駅東店,2025/05/04,2126,マイジャグラーV,2300,7476,110.3%
マルハン蒲田駅東店,2025/05/04,2284,SアイムジャグラーＥＸ,2300,6401,112%
マルハン蒲田駅東店,2025/05/04,2355,回胴式遊技機グランベルム,2200,5207,114.1%
マルハン蒲田駅東店,2025/05/04,2218,L東京喰種,2200,6190,111.8%
マルハン蒲田駅東店,2025/05/04,2322,Lルパン三世 大航海者の秘宝,2100,3720,118.8%
マルハン蒲田駅東店,2025/05/04,2359,押忍！番長ＺＥＲＯ,2000,5286,112.6%
マルハン蒲田駅東店,2025/05/04,2188,ファンキージャグラー２ＫＴ,2000,7901,108.4%
マルハン蒲田駅東店,2025/05/04,2212,L麻雀物語,2000,7106,109.4%
マルハン蒲田駅東店,2025/05/04,2265,沖ドキ！BLACK,2000,1643,140.6%
マルハン蒲田駅東店,2025/05/04,2090,Lパチスロ かぐや様は告らせたい,1900,7319,108.7%
マルハン蒲田駅東店,2025/05/04,2233,ハッピージャグラーＶＩＩＩ,1900,5431,111.7%
マルハン蒲田駅東店,2025/05/04,2193,ファンキージャグラー２ＫＴ,1900,7851,108.1%
マルハン蒲田駅東店,2025/05/04,2067,Lスマスロ北斗の拳,1800,1691,135.5%
マルハン蒲田駅東店,2025/05/04,2299,ゴーゴージャグラー３,1800,6724,108.9%
マルハン蒲田駅東店,2025/05/04,2189,ファンキージャグラー２ＫＴ,1800,8760,106.8%
マルハン蒲田駅東店,2025/05/04,2209,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,1800,4931,112.2%
マルハン蒲田駅東店,2025/05/04,2316,キングハナハナ-30,1800,6378,109.4%
マルハン蒲田駅東店,2025/05/04,2046,スマスロ ゴッドイーター リザレクション,1800,5579,110.8%
マルハン蒲田駅東店,2025/05/04,2225,ハッピージャグラーＶＩＩＩ,1700,6698,108.5%
マルハン蒲田駅東店,2025/05/04,2130,マイジャグラーV,1700,7133,107.9%
マルハン蒲田駅東店,2025/05/04,2022,Lパチスロからくりサーカス,1700,4461,112.7%
マルハン蒲田駅東店,2025/05/04,2155,ジャグラーガールズSS,1600,3155,116.9%
マルハン蒲田駅東店,2025/05/04,2375,吉宗,1500,8113,106.2%
マルハン蒲田駅東店,2025/05/04,2341,L少女☆歌劇 レヴュースタァライト -The SLOT-,1500,5499,109.1%
マルハン蒲田駅東店,2025/05/04,2264,沖ドキ!ゴージャス 30Φ,1400,7512,106.2%
マルハン蒲田駅東店,2025/05/04,2135,マイジャグラーV,1400,7850,105.9%
マルハン蒲田駅東店,2025/05/04,2305,ゴーゴージャグラー３,1400,6637,107%
マルハン蒲田駅東店,2025/05/04,2367,パチスロ　甲鉄城のカバネリ,1400,2717,117.2%
マルハン蒲田駅東店,2025/05/04,2319,キングハナハナ-30,1300,7011,106.2%
マルハン蒲田駅東店,2025/05/04,2002,スマスロ モンスターハンターライズ,1300,5290,108.2%
マルハン蒲田駅東店,2025/05/04,2089,Lパチスロ かぐや様は告らせたい,1300,8100,105.3%
マルハン蒲田駅東店,2025/05/04,2091,Lパチスロ かぐや様は告らせたい,1200,8336,104.8%
マルハン蒲田駅東店,2025/05/04,1631,Lパチスロ シン・エヴァンゲリオン,1200,2490,116.1%
マルハン蒲田駅東店,2025/05/04,2271,沖ドキ！BLACK,1200,4870,108.2%
マルハン蒲田駅東店,2025/05/04,2040,Lパチスロからくりサーカス,1200,5796,106.9%
マルハン蒲田駅東店,2025/05/04,2361,パチスロ炎炎ノ消防隊,1100,4293,108.5%
マルハン蒲田駅東店,2025/05/04,2127,マイジャグラーV,1100,7549,104.9%
マルハン蒲田駅東店,2025/05/04,2066,Lスマスロ北斗の拳,1100,3012,112.2%
マルハン蒲田駅東店,2025/05/04,2014,スマスロ ゴッドイーター リザレクション,1100,5469,106.7%
マルハン蒲田駅東店,2025/05/04,2281,SアイムジャグラーＥＸ,1100,3772,109.7%
マルハン蒲田駅東店,2025/05/04,2276,SアイムジャグラーＥＸ,1000,6321,105.3%
マルハン蒲田駅東店,2025/05/04,2334,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,1000,6514,105.1%
マルハン蒲田駅東店,2025/05/04,2245,SアイムジャグラーＥＸ,1000,8506,103.9%
マルハン蒲田駅東店,2025/05/04,2268,沖ドキ！BLACK,1000,4583,107.3%
マルハン蒲田駅東店,2025/05/04,2166,スマスロモンキーターンV,1000,7258,104.6%
マルハン蒲田駅東店,2025/05/04,2240,ウルトラミラクルジャグラー,1000,7173,104.6%
マルハン蒲田駅東店,2025/05/04,2247,SアイムジャグラーＥＸ,900,4484,106.7%
マルハン蒲田駅東店,2025/05/04,2279,SアイムジャグラーＥＸ,900,4163,107.2%
マルハン蒲田駅東店,2025/05/04,2106,Lスマスロ北斗の拳,900,4932,106.1%
マルハン蒲田駅東店,2025/05/04,2074,Lスマスロ北斗の拳,900,1595,118.8%
マルハン蒲田駅東店,2025/05/04,2313,キングハナハナ-30,800,3880,106.9%
マルハン蒲田駅東店,2025/05/04,2125,マイジャグラーV,800,6507,104.1%
マルハン蒲田駅東店,2025/05/04,2242,ウルトラミラクルジャグラー,800,4519,105.9%
マルハン蒲田駅東店,2025/05/04,2293,SアイムジャグラーＥＸ,700,3795,106.1%
マルハン蒲田駅東店,2025/05/04,2173,スマスロモンキーターンV,700,6330,103.7%
マルハン蒲田駅東店,2025/05/04,2318,キングハナハナ-30,700,3600,106.5%
マルハン蒲田駅東店,2025/05/04,2357,パチスロ　バイオハザード　ＲＥ：２,700,1999,111.7%
マルハン蒲田駅東店,2025/05/04,2123,マイジャグラーV,700,8145,102.9%
マルハン蒲田駅東店,2025/05/04,2184,L戦国乙女４　戦乱に閃く炯眼の軍師,700,7558,103.1%
マルハン蒲田駅東店,2025/05/04,2150,スマスロモンキーターンV,600,6353,103.1%
マルハン蒲田駅東店,2025/05/04,2270,沖ドキ！BLACK,600,4993,104%
マルハン蒲田駅東店,2025/05/04,2105,Lスマスロ北斗の拳,600,8461,102.4%
マルハン蒲田駅東店,2025/05/04,2026,Lパチスロからくりサーカス,600,5395,103.7%
マルハン蒲田駅東店,2025/05/04,2366,パチスロ　甲鉄城のカバネリ,600,2131,109.4%
マルハン蒲田駅東店,2025/05/04,2118,Lパチスロ ありふれた職業で世界最強,500,4396,103.8%
マルハン蒲田駅東店,2025/05/04,1632,Lパチスロ シン・エヴァンゲリオン,500,898,118.6%
マルハン蒲田駅東店,2025/05/04,2223,ハッピージャグラーＶＩＩＩ,500,7458,102.2%
マルハン蒲田駅東店,2025/05/04,2129,マイジャグラーV,500,7365,102.3%
マルハン蒲田駅東店,2025/05/04,2030,Lパチスロからくりサーカス,400,5331,102.5%
マルハン蒲田駅東店,2025/05/04,2136,マイジャグラーV,400,6800,102%
マルハン蒲田駅東店,2025/05/04,2343,スマスロ バイオハザード5,400,7219,101.8%
マルハン蒲田駅東店,2025/05/04,2172,スマスロモンキーターンV,400,5594,102.4%
マルハン蒲田駅東店,2025/05/04,2178,L ToLOVEるダークネス,300,7277,101.4%
マルハン蒲田駅東店,2025/05/04,2360,押忍！番長ＺＥＲＯ,300,5601,101.8%
マルハン蒲田駅東店,2025/05/04,2133,マイジャグラーV,300,4496,102.2%
マルハン蒲田駅東店,2025/05/04,2065,Lスマスロ北斗の拳,300,998,110%
マルハン蒲田駅東店,2025/05/04,2263,沖ドキ!ゴージャス 30Φ,300,1152,108.7%
マルハン蒲田駅東店,2025/05/04,2117,Lパチスロ革命機ヴァルヴレイヴ,300,3143,103.2%
マルハン蒲田駅東店,2025/05/04,2349,スマスロ バイオハザード5,300,5473,101.8%
マルハン蒲田駅東店,2025/05/04,2202,ファンキージャグラー２ＫＴ,200,7099,100.9%
マルハン蒲田駅東店,2025/05/04,2237,ミスタージャグラー,200,3291,102%
マルハン蒲田駅東店,2025/05/04,2330,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,200,4469,101.5%
マルハン蒲田駅東店,2025/05/04,2054,スマスロ スーパーブラックジャック,200,4948,101.3%
マルハン蒲田駅東店,2025/05/04,2246,SアイムジャグラーＥＸ,200,9290,100.7%
マルハン蒲田駅東店,2025/05/04,2368,パチスロ　甲鉄城のカバネリ,100,3609,100.9%
マルハン蒲田駅東店,2025/05/04,2227,ハッピージャグラーＶＩＩＩ,100,3545,100.9%
マルハン蒲田駅東店,2025/05/04,2243,ウルトラミラクルジャグラー,100,7471,100.4%
マルハン蒲田駅東店,2025/05/04,2249,SアイムジャグラーＥＸ,100,6560,100.5%
マルハン蒲田駅東店,2025/05/04,2362,パチスロ炎炎ノ消防隊,100,428,107.8%
マルハン蒲田駅東店,2025/05/04,2340,回胴黙示録カイジ 狂宴,100,4491,100.7%
マルハン蒲田駅東店,2025/05/04,2186,L戦国乙女４　戦乱に閃く炯眼の軍師,100,7944,100.4%
マルハン蒲田駅東店,2025/05/04,2185,L戦国乙女４　戦乱に閃く炯眼の軍師,0,7691,100%
マルハン蒲田駅東店,2025/05/04,2302,ゴーゴージャグラー３,0,3738,100%
マルハン蒲田駅東店,2025/05/04,2230,ハッピージャグラーＶＩＩＩ,0,3970,100%
マルハン蒲田駅東店,2025/05/04,2160,ジャグラーガールズSS,0,2226,100%
マルハン蒲田駅東店,2025/05/04,2068,Lスマスロ北斗の拳,0,0,-
マルハン蒲田駅東店,2025/05/04,2044,Lスマスロ北斗の拳,0,6112,100%
マルハン蒲田駅東店,2025/05/04,2288,SアイムジャグラーＥＸ,0,4930,100%
マルハン蒲田駅東店,2025/05/04,2120,Lパチスロ ありふれた職業で世界最強,0,3602,100%
マルハン蒲田駅東店,2025/05/04,2351,パチスロ　ディスクアップ２,0,0,-
マルハン蒲田駅東店,2025/05/04,2253,SアイムジャグラーＥＸ,0,5877,100%
マルハン蒲田駅東店,2025/05/04,2369,パチスロ　甲鉄城のカバネリ,0,0,-
マルハン蒲田駅東店,2025/05/04,2128,マイジャグラーV,0,6505,100%
マルハン蒲田駅東店,2025/05/04,2036,Lパチスロからくりサーカス,0,6614,100%
マルハン蒲田駅東店,2025/05/04,2344,スマスロ バイオハザード5,-100,6628,99.5%
マルハン蒲田駅東店,2025/05/04,2061,Lスマスロ北斗の拳,-100,3263,99%
マルハン蒲田駅東店,2025/05/04,2060,Lスマスロ北斗の拳,-100,4853,99.3%
マルハン蒲田駅東店,2025/05/04,2180,L ToLOVEるダークネス,-100,4865,99.3%
マルハン蒲田駅東店,2025/05/04,2256,チバリヨ2プラス,-100,2157,98.5%
マルハン蒲田駅東店,2025/05/04,2082,Lパチスロ かぐや様は告らせたい,-100,7445,99.6%
マルハン蒲田駅東店,2025/05/04,2005,スマスロ モンスターハンターライズ,-100,5275,99.4%
マルハン蒲田駅東店,2025/05/04,2380,吉宗,-100,8129,99.6%
マルハン蒲田駅東店,2025/05/04,2365,パチスロ炎炎ノ消防隊,-100,469,92.9%
マルハン蒲田駅東店,2025/05/04,2278,SアイムジャグラーＥＸ,-100,3517,99.1%
マルハン蒲田駅東店,2025/05/04,2159,ジャグラーガールズSS,-200,3964,98.3%
マルハン蒲田駅東店,2025/05/04,1633,Lパチスロ シン・エヴァンゲリオン,-200,580,88.5%
マルハン蒲田駅東店,2025/05/04,2255,SアイムジャグラーＥＸ,-200,7828,99.1%
マルハン蒲田駅東店,2025/05/04,2137,マイジャグラーV,-200,5340,98.8%
マルハン蒲田駅東店,2025/05/04,2134,マイジャグラーV,-200,3438,98.1%
マルハン蒲田駅東店,2025/05/04,2277,SアイムジャグラーＥＸ,-200,1923,96.5%
マルハン蒲田駅東店,2025/05/04,2122,マイジャグラーV,-200,5324,98.7%
マルハン蒲田駅東店,2025/05/04,2314,キングハナハナ-30,-200,1284,94.8%
マルハン蒲田駅東店,2025/05/04,2285,SアイムジャグラーＥＸ,-200,7357,99.1%
マルハン蒲田駅東店,2025/05/04,2292,SアイムジャグラーＥＸ,-200,1846,96.4%
マルハン蒲田駅東店,2025/05/04,2312,キングハナハナ-30,-200,1856,96.4%
マルハン蒲田駅東店,2025/05/04,2071,Lスマスロ北斗の拳,-200,5971,98.9%
マルハン蒲田駅東店,2025/05/04,2358,押忍！番長ＺＥＲＯ,-200,3794,98.2%
マルハン蒲田駅東店,2025/05/04,2169,スマスロモンキーターンV,-300,5193,98.1%
マルハン蒲田駅東店,2025/05/04,2156,ジャグラーガールズSS,-300,4074,97.5%
マルハン蒲田駅東店,2025/05/04,2310,ゴーゴージャグラー３,-300,3409,97.1%
マルハン蒲田駅東店,2025/05/04,2158,ジャグラーガールズSS,-300,2035,95.1%
マルハン蒲田駅東店,2025/05/04,2364,パチスロ炎炎ノ消防隊,-300,828,87.9%
マルハン蒲田駅東店,2025/05/04,2282,SアイムジャグラーＥＸ,-300,3608,97.2%
マルハン蒲田駅東店,2025/05/04,2056,スマスロ スーパーブラックジャック,-300,4144,97.6%
マルハン蒲田駅東店,2025/05/04,2062,Lスマスロ北斗の拳,-300,1661,94%
マルハン蒲田駅東店,2025/05/04,2235,ハッピージャグラーＶＩＩＩ,-300,4838,97.9%
マルハン蒲田駅東店,2025/05/04,2234,ハッピージャグラーＶＩＩＩ,-300,2780,96.4%
マルハン蒲田駅東店,2025/05/04,2371,スマスロ 七つの魔剣が支配する,-300,5614,98.2%
マルハン蒲田駅東店,2025/05/04,2287,SアイムジャグラーＥＸ,-300,3156,96.8%
マルハン蒲田駅東店,2025/05/04,2096,Lパチスロ かぐや様は告らせたい,-300,8025,98.8%
マルハン蒲田駅東店,2025/05/04,2248,SアイムジャグラーＥＸ,-300,1450,93.1%
マルハン蒲田駅東店,2025/05/04,2320,キングハナハナ-30,-400,2915,95.4%
マルハン蒲田駅東店,2025/05/04,2191,ファンキージャグラー２ＫＴ,-400,2913,95.4%
マルハン蒲田駅東店,2025/05/04,2289,SアイムジャグラーＥＸ,-400,3572,96.3%
マルハン蒲田駅東店,2025/05/04,2181,L ToLOVEるダークネス,-400,3581,96.3%
マルハン蒲田駅東店,2025/05/04,2308,ゴーゴージャグラー３,-400,5598,97.6%
マルハン蒲田駅東店,2025/05/04,2232,ハッピージャグラーＶＩＩＩ,-500,2219,92.5%
マルハン蒲田駅東店,2025/05/04,2205,L戦国乙女４　戦乱に閃く炯眼の軍師,-500,3149,94.7%
マルハン蒲田駅東店,2025/05/04,2101,Lスマスロ北斗の拳,-500,4344,96.2%
マルハン蒲田駅東店,2025/05/04,2251,SアイムジャグラーＥＸ,-500,2513,93.4%
